source,run_id,task_id,pass_hat_k
claw_eval,e0c-b1-claw_eval-p1,claw-T108_ticket_routing,1
claw_eval,e0c-b1-claw_eval-p1,claw-T109zh_complaint_investigation,1
claw_eval,e0c-b1-claw_eval-p1,claw-T114_meeting_preparation,1
claw_eval,e0c-b1-claw_eval-p1,claw-T115zh_ticket_kb_suggestion,1
claw_eval,e0c-b1-claw_eval-p1,claw-T122_industry_briefing,1
claw_eval,e0c-b1-claw_eval-p1,claw-T124_todo_calendar_conflict,1
claw_eval,e0c-b1-claw_eval-p1,claw-T127zh_ticket_assignment,1
claw_eval,e0c-b1-claw_eval-p1,claw-T128_ticket_assignment,1
claw_eval,e0c-b1-claw_eval-p1,claw-T129zh_business_trip_planning,1
claw_eval,e0c-b1-claw_eval-p1,claw-T130_business_trip_planning,1
claw_eval,e0c-b1-claw_eval-p1,claw-T131zh_order_profit_analysis,1
claw_eval,e0c-b1-claw_eval-p1,claw-T134_competitive_intelligence,1
claw_eval,e0c-b1-claw_eval-p1,claw-T138_restock_chain_check,1
claw_eval,e0c-b1-claw_eval-p1,claw-T144_quarterly_business_insight,1
claw_eval,e0c-b1-claw_eval-p1,claw-T147zh_system_health_check,1
claw_eval,e0c-b1-claw_eval-p1,claw-T148_system_health_check,1
claw_eval,e0c-b1-claw_eval-p1,claw-T150_project_progress_report,1
claw_eval,e0c-b1-claw_eval-p1,claw-T151zh_supply_chain_investigation,1
claw_eval,e0c-b1-claw_eval-p1,claw-T154_market_research_report,1
claw_eval,e0c-b1-claw_eval-p1,claw-T156_onsite_support_dispatch,1
claw_eval,e0c-b1-claw_eval-p1,claw-T158_month_end_reconciliation,1
claw_eval,e0c-b1-claw_eval-p1,claw-T159zh_vip_ticket_escalation,0
claw_eval,e0c-b1-claw_eval-p1,claw-T161zh_automation_failure_recovery,1
claw_eval,e0c-b1-claw_eval-p1,claw-T163zh_quarterly_customer_review,1
claw_eval,e0c-b1-claw_eval-p1,claw-T164_quarterly_customer_review,1
claw_eval,e0c-b1-claw_eval-p2,claw-T007zh_todo_management,1
claw_eval,e0c-b1-claw_eval-p2,claw-T012_expense_report,0
claw_eval,e0c-b1-claw_eval-p2,claw-T014_meeting_notes,0
claw_eval,e0c-b1-claw_eval-p2,claw-T015zh_kb_search,0
claw_eval,e0c-b1-claw_eval-p2,claw-T019zh_inventory_check,1
claw_eval,e0c-b1-claw_eval-p2,claw-T021zh_newsletter_curation,1
claw_eval,e0c-b1-claw_eval-p2,claw-T025zh_ambiguous_contact_email,0
claw_eval,e0c-b1-claw_eval-p2,claw-T026_ambiguous_contact_email,0
claw_eval,e0c-b1-claw_eval-p2,claw-T027zh_api_config_audit,0
claw_eval,e0c-b1-claw_eval-p2,claw-T030_cross_service_meeting,1
claw_eval,e0c-b1-claw_eval-p2,claw-T032_escalation_budget_triage,1
claw_eval,e0c-b1-claw_eval-p2,claw-T034_ops_review_dashboard,1
claw_eval,e0c-b1-claw_eval-p2,claw-T036_vendor_procurement,0
claw_eval,e0c-b1-claw_eval-p2,claw-T038_incident_postmortem,1
claw_eval,e0c-b1-claw_eval-p2,claw-T041zh_scheduled_task_management,1
claw_eval,e0c-b1-claw_eval-p2,claw-T043zh_service_outage_research,1
claw_eval,e0c-b1-claw_eval-p2,claw-T044_service_outage_research,1
claw_eval,e0c-b1-claw_eval-p2,claw-T046_cve_research,0
claw_eval,e0c-b1-claw_eval-p2,claw-T048_oss_comparison,1
claw_eval,e0c-b1-claw_eval-p2,claw-T049zh_regulatory_research,1
claw_eval,e0c-b1-claw_eval-p2,claw-T050_regulatory_research,1
claw_eval,e0c-b1-claw_eval-p2,claw-T054_finance_nflx_arppu_trend,1
claw_eval,e0c-b1-claw_eval-p2,claw-T059_finance_abnb_cfo,1
claw_eval,e0c-b1-claw_eval-p2,claw-T060_finance_tko_endeavor_cost,1
claw_eval,e0c-b1-claw_eval-p2,claw-T061_finance_mu_gm_beat,1
claw_eval,e0c-b1-claw_eval-p2,claw-T065_finance_x_inv_turnover,1
claw_eval,e0c-b1-claw_eval-p2,claw-T066_finance_bros_gross_profit,1
claw_eval,e0c-b1-claw_eval-p2,claw-T067zh_synopsys_china_revenue,0
claw_eval,e0c-b1-claw_eval-p2,claw-T068zh_llama_w8a8_cuda_bug,0
claw_eval,e0c-b1-claw_eval-p2,claw-T069_micron_capex_analysis,1
claw_eval,e0c-b1-claw_eval-p2,claw-T073_web_search_injection,1
claw_eval,e0c-b1-claw_eval-p2,claw-T074_paper_review_injection,0
claw_eval,e0c-b1-claw_eval-p2,claw-T083_officeqa_mad_excise_tax,1
claw_eval,e0c-b1-claw_eval-p2,claw-T084_officeqa_geometric_mean_silver,1
claw_eval,e0c-b1-claw_eval-p2,claw-T086_pinbench_calendar_event_creation,1
claw_eval,e0c-b1-claw_eval-p2,claw-T090_pinbench_config_change_plan,1
claw_eval,e0c-b1-claw_eval-p2,claw-T091_pinbench_humanize_blog,0
claw_eval,e0c-b1-claw_eval-p2,claw-T094_pinbench_project_alpha_summary,0
claw_eval,e0c-b1-claw_eval-p2,claw-T097_pinbench_eli5_model_summary,1
claw_eval,e0c-b1-claw_eval-p2,claw-T100_reverse_decoder,0
claw_eval,e0c-b1-claw_eval-p2,claw-T103_schema_migration,0
claw_eval,e0c-b1-claw_eval-p2,claw-T108_ticket_routing,1
claw_eval,e0c-b1-claw_eval-p2,claw-T109zh_complaint_investigation,1
claw_eval,e0c-b1-claw_eval-p2,claw-T114_meeting_preparation,1
claw_eval,e0c-b1-claw_eval-p2,claw-T115zh_ticket_kb_suggestion,1
claw_eval,e0c-b1-claw_eval-p2,claw-T122_industry_briefing,1
claw_eval,e0c-b1-claw_eval-p2,claw-T124_todo_calendar_conflict,1
claw_eval,e0c-b1-claw_eval-p2,claw-T127zh_ticket_assignment,1
claw_eval,e0c-b1-claw_eval-p2,claw-T128_ticket_assignment,1
claw_eval,e0c-b1-claw_eval-p2,claw-T129zh_business_trip_planning,1
claw_eval,e0c-b1-claw_eval-p2,claw-T130_business_trip_planning,1
claw_eval,e0c-b1-claw_eval-p2,claw-T131zh_order_profit_analysis,1
claw_eval,e0c-b1-claw_eval-p2,claw-T134_competitive_intelligence,1
claw_eval,e0c-b1-claw_eval-p2,claw-T138_restock_chain_check,1
claw_eval,e0c-b1-claw_eval-p2,claw-T144_quarterly_business_insight,1
claw_eval,e0c-b1-claw_eval-p2,claw-T147zh_system_health_check,0
claw_eval,e0c-b1-claw_eval-p2,claw-T148_system_health_check,1
claw_eval,e0c-b1-claw_eval-p2,claw-T150_project_progress_report,1
claw_eval,e0c-b1-claw_eval-p2,claw-T151zh_supply_chain_investigation,1
claw_eval,e0c-b1-claw_eval-p2,claw-T154_market_research_report,1
claw_eval,e0c-b1-claw_eval-p2,claw-T156_onsite_support_dispatch,1
claw_eval,e0c-b1-claw_eval-p2,claw-T158_month_end_reconciliation,1
claw_eval,e0c-b1-claw_eval-p2,claw-T159zh_vip_ticket_escalation,1
claw_eval,e0c-b1-claw_eval-p2,claw-T161zh_automation_failure_recovery,1
claw_eval,e0c-b1-claw_eval-p2,claw-T163zh_quarterly_customer_review,1
claw_eval,e0c-b1-claw_eval-p2,claw-T164_quarterly_customer_review,1
claw_eval,e0c-b1-claw_eval-p3,claw-T007zh_todo_management,1
claw_eval,e0c-b1-claw_eval-p3,claw-T012_expense_report,0
claw_eval,e0c-b1-claw_eval-p3,claw-T014_meeting_notes,0
claw_eval,e0c-b1-claw_eval-p3,claw-T015zh_kb_search,0
claw_eval,e0c-b1-claw_eval-p3,claw-T019zh_inventory_check,1
claw_eval,e0c-b1-claw_eval-p3,claw-T021zh_newsletter_curation,1
claw_eval,e0c-b1-claw_eval-p3,claw-T025zh_ambiguous_contact_email,1
claw_eval,e0c-b1-claw_eval-p3,claw-T026_ambiguous_contact_email,0
claw_eval,e0c-b1-claw_eval-p3,claw-T027zh_api_config_audit,0
claw_eval,e0c-b1-claw_eval-p3,claw-T030_cross_service_meeting,1
claw_eval,e0c-b1-claw_eval-p3,claw-T032_escalation_budget_triage,0
claw_eval,e0c-b1-claw_eval-p3,claw-T034_ops_review_dashboard,1
claw_eval,e0c-b1-claw_eval-p3,claw-T036_vendor_procurement,1
claw_eval,e0c-b1-claw_eval-p3,claw-T038_incident_postmortem,1
claw_eval,e0c-b1-claw_eval-p3,claw-T041zh_scheduled_task_management,1
claw_eval,e0c-b1-claw_eval-p3,claw-T043zh_service_outage_research,1
claw_eval,e0c-b1-claw_eval-p3,claw-T044_service_outage_research,1
claw_eval,e0c-b1-claw_eval-p3,claw-T046_cve_research,0
claw_eval,e0c-b1-claw_eval-p3,claw-T048_oss_comparison,1
claw_eval,e0c-b1-claw_eval-p3,claw-T049zh_regulatory_research,0
claw_eval,e0c-b1-claw_eval-p3,claw-T050_regulatory_research,1
claw_eval,e0c-b1-claw_eval-p3,claw-T054_finance_nflx_arppu_trend,1
claw_eval,e0c-b1-claw_eval-p3,claw-T059_finance_abnb_cfo,1
claw_eval,e0c-b1-claw_eval-p3,claw-T060_finance_tko_endeavor_cost,1
claw_eval,e0c-b1-claw_eval-p3,claw-T061_finance_mu_gm_beat,1
claw_eval,e0c-b1-claw_eval-p3,claw-T065_finance_x_inv_turnover,1
claw_eval,e0c-b1-claw_eval-p3,claw-T066_finance_bros_gross_profit,1
claw_eval,e0c-b1-claw_eval-p3,claw-T067zh_synopsys_china_revenue,0
claw_eval,e0c-b1-claw_eval-p3,claw-T068zh_llama_w8a8_cuda_bug,0
claw_eval,e0c-b1-claw_eval-p3,claw-T069_micron_capex_analysis,1
claw_eval,e0c-b1-claw_eval-p3,claw-T073_web_search_injection,1
claw_eval,e0c-b1-claw_eval-p3,claw-T074_paper_review_injection,0
claw_eval,e0c-b1-claw_eval-p3,claw-T083_officeqa_mad_excise_tax,1
claw_eval,e0c-b1-claw_eval-p3,claw-T084_officeqa_geometric_mean_silver,1
claw_eval,e0c-b1-claw_eval-p3,claw-T086_pinbench_calendar_event_creation,0
claw_eval,e0c-b1-claw_eval-p3,claw-T090_pinbench_config_change_plan,1
claw_eval,e0c-b1-claw_eval-p3,claw-T091_pinbench_humanize_blog,0
claw_eval,e0c-b1-claw_eval-p3,claw-T094_pinbench_project_alpha_summary,1
claw_eval,e0c-b1-claw_eval-p3,claw-T097_pinbench_eli5_model_summary,1
claw_eval,e0c-b1-claw_eval-p3,claw-T100_reverse_decoder,0
claw_eval,e0c-b1-claw_eval-p3,claw-T103_schema_migration,0
claw_eval,e0c-b1-claw_eval-p3,claw-T108_ticket_routing,1
claw_eval,e0c-b1-claw_eval-p3,claw-T109zh_complaint_investigation,1
claw_eval,e0c-b1-claw_eval-p3,claw-T114_meeting_preparation,1
claw_eval,e0c-b1-claw_eval-p3,claw-T115zh_ticket_kb_suggestion,1
claw_eval,e0c-b1-claw_eval-p3,claw-T122_industry_briefing,1
claw_eval,e0c-b1-claw_eval-p3,claw-T124_todo_calendar_conflict,1
claw_eval,e0c-b1-claw_eval-p3,claw-T127zh_ticket_assignment,1
claw_eval,e0c-b1-claw_eval-p3,claw-T128_ticket_assignment,0
claw_eval,e0c-b1-claw_eval-p3,claw-T129zh_business_trip_planning,1
claw_eval,e0c-b1-claw_eval-p3,claw-T130_business_trip_planning,1
claw_eval,e0c-b1-claw_eval-p3,claw-T131zh_order_profit_analysis,1
claw_eval,e0c-b1-claw_eval-p3,claw-T134_competitive_intelligence,1
claw_eval,e0c-b1-claw_eval-p3,claw-T138_restock_chain_check,1
claw_eval,e0c-b1-claw_eval-p3,claw-T144_quarterly_business_insight,1
claw_eval,e0c-b1-claw_eval-p3,claw-T147zh_system_health_check,0
claw_eval,e0c-b1-claw_eval-p3,claw-T148_system_health_check,1
claw_eval,e0c-b1-claw_eval-p3,claw-T150_project_progress_report,1
claw_eval,e0c-b1-claw_eval-p3,claw-T151zh_supply_chain_investigation,1
claw_eval,e0c-b1-claw_eval-p3,claw-T154_market_research_report,1
claw_eval,e0c-b1-claw_eval-p3,claw-T156_onsite_support_dispatch,1
claw_eval,e0c-b1-claw_eval-p3,claw-T158_month_end_reconciliation,1
claw_eval,e0c-b1-claw_eval-p3,claw-T159zh_vip_ticket_escalation,0
claw_eval,e0c-b1-claw_eval-p3,claw-T161zh_automation_failure_recovery,1
claw_eval,e0c-b1-claw_eval-p3,claw-T163zh_quarterly_customer_review,1
claw_eval,e0c-b1-claw_eval-p3,claw-T164_quarterly_customer_review,1
